name,partition,description,value,voices
Dulciaan,NULL,NULL,8',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roerfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Spitsfluit,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"3-5 st.",NULL
"Cornet D",NULL,NULL,"4 st.",NULL
Trompet,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
"Fluit travers",NULL,NULL,8',NULL
Prestant,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Gemshoorn,NULL,NULL,2',NULL
Dulciaan,NULL,NULL,8',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roerfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Spitsfluit,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"3-5 st.",NULL
"Cornet D",NULL,NULL,"4 st.",NULL
Trompet,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
"Fluit travers",NULL,NULL,8',NULL
Prestant,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Gemshoorn,NULL,NULL,2',NULL
Dulciaan,NULL,NULL,8',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roerfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Spitsfluit,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"3-5 st.",NULL
"Cornet D",NULL,NULL,"4 st.",NULL
Trompet,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
"Fluit travers",NULL,NULL,8',NULL
Prestant,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Gemshoorn,NULL,NULL,2',NULL
Dulciaan,NULL,NULL,8',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
Aeoline,NULL,NULL,8',NULL
Prestant,NULL,NULL,4',NULL
Doublette,NULL,NULL,"2 st.",NULL
Trompet,NULL,NULL,8',NULL
"Flûte Douce",NULL,NULL,8',NULL
Salicionaal,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
"Voix Céleste",NULL,NULL,8',NULL
Fugara,NULL,NULL,4',NULL
Nasard,NULL,NULL,"2 2/3'",NULL
Nachthoorn,NULL,NULL,2',NULL
Basson-Hobo,NULL,NULL,8',NULL
Subbas,NULL,NULL,16',NULL
Fluitbas,NULL,NULL,8',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roorfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
"Gedekte fluit",NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"4 st.",NULL
Cornet,NULL,NULL,"4 st.",NULL
Trompet,NULL,NULL,8',NULL
Prestant,NULL,NULL,8',NULL
Holpyp,NULL,NULL,8',NULL
Salicionaal,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Roorfluit,NULL,NULL,4',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roorfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
"Gedekte fluit",NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"4 st.",NULL
Cornet,NULL,NULL,"4 st.",NULL
Trompet,NULL,NULL,8',NULL
Prestant,NULL,NULL,8',NULL
Holpyp,NULL,NULL,8',NULL
Salicionaal,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
"Voix Celeste",NULL,NULL,8',NULL
Roorfluit,NULL,NULL,4',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roorfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
"Gedekte fluit",NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"4 st.",NULL
Cornet,NULL,NULL,"4 st.",NULL
Trompet,NULL,NULL,8',NULL
Holpyp,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
"Voix Celeste",NULL,NULL,8',NULL
Prestant,NULL,NULL,4',NULL
Flageolet,NULL,NULL,2',NULL
Sesquialter,NULL,NULL,"1-2 st.",NULL
Subbas,NULL,NULL,"16' tr",NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roorfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
"Gedekte fluit",NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"4 st.",NULL
Cornet,NULL,NULL,"4 st.",NULL
Trompet,NULL,NULL,8',NULL
Holpyp,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Prestant,NULL,NULL,4',NULL
Flageolet,NULL,NULL,2',NULL
Quintfluit,NULL,NULL,"1 1/3'",NULL
Subbas,NULL,NULL,"16' tr",NULL
Sesquialter,NULL,NULL,"1-2 st.",NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roorfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
"Gedekte fluit",NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"4 st.",NULL
Cornet,NULL,NULL,"4 st.",NULL
Trompet,NULL,NULL,8',NULL
Holpyp,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Prestant,NULL,NULL,4',NULL
Flageolet,NULL,NULL,2',NULL
Quintfluit,NULL,NULL,"1 1/3'",NULL
Sesquialter,NULL,NULL,"1-2 st.",NULL
Subbas,NULL,NULL,"16' tr",NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roorfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
"Gedekte fluit",NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"4 st.",NULL
Cornet,NULL,NULL,"4 st.",NULL
Trompet,NULL,NULL,8',NULL
Holpyp,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Prestant,NULL,NULL,4',NULL
Flageolet,NULL,NULL,2',NULL
Quintfluit,NULL,NULL,"1 1/3'",NULL
Sesquialter,NULL,NULL,"1-2 st.",NULL
Subbas,NULL,NULL,"16' tr",NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roorfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
"Gedekte fluit",NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"4 st.",NULL
Cornet,NULL,NULL,"4 st.",NULL
Trompet,NULL,NULL,8',NULL
Holpyp,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Prestant,NULL,NULL,4',NULL
Flageolet,NULL,NULL,2',NULL
Quintfluit,NULL,NULL,"1 1/3'",NULL
Sesquialter,NULL,NULL,"1-2 st.",NULL
Subbas,NULL,NULL,"16' tr",NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roerfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
"Gedekte fluit",NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"4 st.",NULL
"Cornet D",NULL,NULL,"4 st.",NULL
"Trompet B/D",NULL,NULL,8',NULL
Prestant,NULL,NULL,8',NULL
Holpyp,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Salicet,NULL,NULL,4',NULL
Roerfluit,NULL,NULL,4'',NULL
Roerquint,NULL,NULL,3',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roorfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
"Gedekte fluit",NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"4 st.",NULL
Cornet,NULL,NULL,"4 st.",NULL
Trompet,NULL,NULL,8',NULL
Holpyp,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Prestant,NULL,NULL,4',NULL
Roerquint,NULL,NULL,3',NULL
Flageolet,NULL,NULL,2',NULL
Terts,NULL,NULL,"1 3/5'",NULL
Subbas,NULL,NULL,"16' tr",NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roerfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
"Gedekte fluit",NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"4 st.",NULL
"Cornet D",NULL,NULL,"4 st.",NULL
"Trompet B/D",NULL,NULL,8',NULL
Prestant,NULL,NULL,8',NULL
Holpyp,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Salicet,NULL,NULL,4',NULL
Roerfluit,NULL,NULL,4'',NULL
Roerquint,NULL,NULL,3',NULL
Subbas,NULL,NULL,16',NULL
Octaafbas,NULL,NULL,8',NULL
Gedekt,NULL,NULL,8',NULL
Bazuin,NULL,NULL,16',NULL
Fluit,NULL,NULL,2',NULL
Fluit,NULL,NULL,2',NULL
Holpijp,NULL,NULL,8',NULL
Prestant,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Holpijp,NULL,NULL,8',NULL
Prestant,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
"Viool de Gambe",NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Roerfluit,NULL,NULL,4',NULL
Quintprestant,NULL,NULL,3',NULL
Superoctaaf,NULL,NULL,2',NULL
"Bourdon D",NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
"Viool de Gambe",NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Roerfluit,NULL,NULL,4',NULL
Quintprestant,NULL,NULL,3',NULL
Superoctaaf,NULL,NULL,2',NULL
Subbas,NULL,NULL,16',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"2-4 st.",NULL
Cornet,NULL,NULL,"2-4 st.",NULL
Trompet,NULL,NULL,8',NULL
Bourdon,NULL,NULL,8',NULL
"Viol di Gamba",NULL,NULL,8',NULL
Prestant,NULL,NULL,4',NULL
Fluitdouce,NULL,NULL,4',NULL
Octaaf,NULL,NULL,2',NULL
Flageolet,NULL,NULL,1',NULL
"Sexquialter D",NULL,NULL,"2 st.",NULL
Dulciaan,NULL,NULL,8',NULL
Subbas,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fagot,NULL,NULL,16',NULL
Bazuin,NULL,NULL,8',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"2-4 st.",NULL
Cornet,NULL,NULL,"2-4 st.",NULL
Trompet,NULL,NULL,8',NULL
Bourdon,NULL,NULL,8',NULL
"Viol di Gamba",NULL,NULL,8',NULL
"Fluit Travers D",NULL,NULL,8',NULL
Prestant,NULL,NULL,4',NULL
Fluitdouce,NULL,NULL,4',NULL
Octaaf,NULL,NULL,2',NULL
Flageolet,NULL,NULL,1',NULL
Dulciaan,NULL,NULL,8',NULL
Subbas,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fagot,NULL,NULL,16',NULL
Bazuin,NULL,NULL,8',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"2-4 st.",NULL
Cornet,NULL,NULL,"2-4 st.",NULL
Trompet,NULL,NULL,8',NULL
Bourdon,NULL,NULL,8',NULL
"Viol di Gamba",NULL,NULL,8',NULL
"Fluit Travers D",NULL,NULL,8',NULL
Prestant,NULL,NULL,4',NULL
Fluitdouce,NULL,NULL,4',NULL
Octaaf,NULL,NULL,2',NULL
Flageolet,NULL,NULL,1',NULL
Dulciaan,NULL,NULL,8',NULL
Subbas,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fagot,NULL,NULL,16',NULL
Bazuin,NULL,NULL,8',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"2-4 st.",NULL
Cornet,NULL,NULL,"2-4 st.",NULL
Trompet,NULL,NULL,8',NULL
Bourdon,NULL,NULL,8',NULL
"Viol di Gamba",NULL,NULL,8',NULL
"Fluit Travers D",NULL,NULL,8',NULL
Prestant,NULL,NULL,4',NULL
Fluitdouce,NULL,NULL,4',NULL
Octaaf,NULL,NULL,2',NULL
Flageolet,NULL,NULL,1',NULL
Dulciaan,NULL,NULL,8',NULL
Subbas,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fagot,NULL,NULL,16',NULL
Bazuin,NULL,NULL,8',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roerfluit,NULL,NULL,8',NULL
Quintadeen,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Quint,NULL,NULL,"2 2/3'",NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"2-3 st.",NULL
"Cornet D",NULL,NULL,"5 st.",NULL
Trompet,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
Salicionaal,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
"Voix Célèste",NULL,NULL,8',NULL
"Fluit Harmoniek",NULL,NULL,4',NULL
Nasard,NULL,NULL,"2 2/3'",NULL
Woudfluit,NULL,NULL,2',NULL
Basson-Hobo,NULL,NULL,8',NULL
Subbas,NULL,NULL,16',NULL
Gedekt,NULL,NULL,8',NULL
Cello,NULL,NULL,8',NULL
Bazuin,NULL,NULL,16',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roerfluit,NULL,NULL,8',NULL
Quintadeen,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Quint,NULL,NULL,"2 2/3'",NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"2-3 st.",NULL
"Cornet D",NULL,NULL,"5 st.",NULL
Trompet,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
Salicionaal,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
"Voix Célèste",NULL,NULL,8',NULL
"Fluit Harmoniek",NULL,NULL,4',NULL
Nasard,NULL,NULL,"2 2/3'",NULL
Woudfluit,NULL,NULL,2',NULL
Basson-Hobo,NULL,NULL,8',NULL
Subbas,NULL,NULL,16',NULL
Gedekt,NULL,NULL,8',NULL
Cello,NULL,NULL,8',NULL
Bazuin,NULL,NULL,16',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roerfluit,NULL,NULL,8',NULL
Quintadeen,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Quint,NULL,NULL,"2 2/3'",NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"2-3 st.",NULL
"Cornet D",NULL,NULL,"5 st.",NULL
Trompet,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
Salicionaal,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
"Voix Célèste",NULL,NULL,8',NULL
"Fluit Harmoniek",NULL,NULL,4',NULL
Nasard,NULL,NULL,"2 2/3'",NULL
Woudfluit,NULL,NULL,2',NULL
Basson-Hobo,NULL,NULL,8',NULL
Subbas,NULL,NULL,16',NULL
Gedekt,NULL,NULL,8',NULL
Cello,NULL,NULL,8',NULL
Bazuin,NULL,NULL,16',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roerfluit,NULL,NULL,8',NULL
Quintadeen,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Quint,NULL,NULL,"2 2/3'",NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"2-3 st.",NULL
"Cornet D",NULL,NULL,"5 st.",NULL
Trompet,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
Salicionaal,NULL,NULL,8',NULL
Prestant,NULL,NULL,4',NULL
Roerfluit,NULL,NULL,4',NULL
Nasard,NULL,NULL,"2 2/3'",NULL
Woudfluit,NULL,NULL,2',NULL
Sifflet,NULL,NULL,1',NULL
Subbas,NULL,NULL,16',NULL
Gedekt,NULL,NULL,8',NULL
Cello,NULL,NULL,8',NULL
Bazuin,NULL,NULL,16',NULL
Basson-Hobo,NULL,NULL,8',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roerfluit,NULL,NULL,8',NULL
Quintadeen,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"2-4 st.",NULL
"Cornet D",NULL,NULL,"5 st.",NULL
Trompet,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
Salicionaal,NULL,NULL,8',NULL
Prestant,NULL,NULL,4',NULL
Roerfluit,NULL,NULL,4',NULL
Nasard,NULL,NULL,3',NULL
Woudfluit,NULL,NULL,2',NULL
Sifflet,NULL,NULL,1',NULL
Basson-Hobo,NULL,NULL,8',NULL
Subbas,NULL,NULL,16',NULL
Gedekt,NULL,NULL,8',NULL
Cello,NULL,NULL,8',NULL
Bazuin,NULL,NULL,16',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roerfluit,NULL,NULL,8',NULL
Quintadeen,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"2-3 st.",NULL
"Cornet D",NULL,NULL,"5 st.",NULL
Trompet,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
Salicionaal,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
"Voix Célèste",NULL,NULL,8',NULL
"Fluit Harmonique",NULL,NULL,4',NULL
Nazard,NULL,NULL,3',NULL
Woudfluit,NULL,NULL,2',NULL
Basson-Hobo,NULL,NULL,8',NULL
Subbas,NULL,NULL,16',NULL
Gedekt,NULL,NULL,8',NULL
Cello,NULL,NULL,8',NULL
Bazuin,NULL,NULL,16',NULL
"Holpijp B/D",NULL,NULL,8',NULL
Prestant,NULL,NULL,4',NULL
"Roerfluit B/D",NULL,NULL,4',NULL
Gemshoorn,NULL,NULL,2',NULL
"Sesquialter D",NULL,NULL,"2 st:",NULL
Mixtuur,NULL,NULL,"2 st.",NULL
"Holpijp B/D",NULL,NULL,8',NULL
Prestant,NULL,NULL,4',NULL
"Roerfluit B/D",NULL,NULL,4',NULL
Gemshoorn,NULL,NULL,2',NULL
"Sesquialter D",NULL,NULL,"2 st:",NULL
Mixtuur,NULL,NULL,"2 st.",NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
"Mixtuur B/D",NULL,NULL,"3 st.",NULL
"Cornet D",NULL,NULL,"4 st.",NULL
"Trompet B/D",NULL,NULL,8',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Salicionaal,NULL,NULL,8',NULL
Roerfluit,NULL,NULL,4',NULL
Subbas,NULL,NULL,"16' tr",NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
"Mixtuur B/D",NULL,NULL,"3 st.",NULL
"Cornet D",NULL,NULL,"4 st.",NULL
"Trompet B/D",NULL,NULL,8',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
"Voix Céleste",NULL,NULL,8',NULL
Roerfluit,NULL,NULL,4',NULL
Subbas,NULL,NULL,"16' tr",NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
"Mixtuur B/D",NULL,NULL,"3 st.",NULL
"Cornet D",NULL,NULL,"4 st.",NULL
"Trompet B/D",NULL,NULL,8',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Salicionaal,NULL,NULL,8',NULL
Roerfluit,NULL,NULL,4',NULL
Subbas,NULL,NULL,"16' tr",NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
"Mixtuur B/D",NULL,NULL,"3 st.",NULL
"Cornet D",NULL,NULL,"4 st.",NULL
"Trompet B/D",NULL,NULL,8',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
"Voix Céleste",NULL,NULL,8',NULL
Roerfluit,NULL,NULL,4',NULL
Subbas,NULL,NULL,"16' tr",NULL
Roerfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"4 st.",NULL
"Cornet D",NULL,NULL,"4 st.",NULL
"Vox Humana",NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
Nasard,NULL,NULL,"2 2/3'",NULL
Woudfluit,NULL,NULL,2',NULL
Subbas,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roerfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"4 st.",NULL
"Cornet D",NULL,NULL,"4 st.",NULL
"Vox Humana",NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
Viola,NULL,NULL,8',NULL
Fluit,NULL,NULL,4',NULL
Nasard,NULL,NULL,"2 2/3'",NULL
Woudfluit,NULL,NULL,2',NULL
Subbas,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roerfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"4 st.",NULL
"Cornet D",NULL,NULL,"4 st.",NULL
"Vox Humana",NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
Viola,NULL,NULL,8',NULL
Fluit,NULL,NULL,4',NULL
Nasard,NULL,NULL,"2 2/3'",NULL
Woudfluit,NULL,NULL,2',NULL
Subbas,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roerfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"4 st.",NULL
"Cornet D",NULL,NULL,"4 st.",NULL
"Vox Humana",NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
Viola,NULL,NULL,8',NULL
Fluit,NULL,NULL,4',NULL
Nasard,NULL,NULL,"2 2/3'",NULL
Woudfluit,NULL,NULL,2',NULL
Subbas,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Bourdon,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Mixtuur,NULL,NULL,"3-4 st.",NULL
Roerfluit,NULL,NULL,8',NULL
Salicionaal,NULL,NULL,8',NULL
Openfluit,NULL,NULL,4',NULL
Nasard,NULL,NULL,"2 2/3'",NULL
Octaaf,NULL,NULL,2',NULL
Trompet,NULL,NULL,8',NULL
Subbas,NULL,NULL,16',NULL
Octaafbas,NULL,NULL,8',NULL
Gedekt,NULL,NULL,"8' tr",NULL
Koraalbas,NULL,NULL,"4' tr",NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roorfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"6 st.",NULL
"Cornet D",NULL,NULL,"4 st.",NULL
"Trompet B/D",NULL,NULL,8',NULL
Prestant,NULL,NULL,8',NULL
Holpijp,NULL,NULL,8',NULL
"Viola di Gamba",NULL,NULL,8',NULL
Roorfluit,NULL,NULL,4',NULL
Salicionaal,NULL,NULL,4',NULL
Octaaf,NULL,NULL,2',NULL
Dulciaan,NULL,NULL,8',NULL
Subbas,NULL,NULL,16',NULL
Octaafbas,NULL,NULL,8',NULL
Bazuin,NULL,NULL,16',NULL
Trombone,NULL,NULL,8',NULL
Bourdon,NULL,NULL,16',NULL
Prestant,NULL,NULL,8',NULL
Roorfluit,NULL,NULL,8',NULL
Octaaf,NULL,NULL,4',NULL
Fluit,NULL,NULL,4',NULL
Quint,NULL,NULL,3',NULL
Octaaf,NULL,NULL,2',NULL
Mixtuur,NULL,NULL,"6 st.",NULL
"Cornet D",NULL,NULL,"4 st.",NULL
"Trompet B/D",NULL,NULL,8',NULL
